England,Smith,632854
England,Jones,380441
England,Taylor,293387
England,Brown,283796
England,Williams,271532
England,Wilson,195974
England,Johnson,191454
England,Davies,175818
England,Patel,166747
England,Robinson,161345
England,Wright,159044
England,Thompson,157859
England,Evans,154661
England,Walker,151806
England,White,149521
England,Roberts,145964
England,Green,143420
England,Hall,141455
England,Thomas,138978
England,Clarke,135417
England,Jackson,134658
England,Wood,132216
England,Harris,131638
England,Edwards,128848
England,Turner,127933
England,Martin,123987
England,Cooper,122070
England,Hill,118613
England,Ward,116268
England,Hughes,116131
England,Moore,115697
England,Clark,114204
England,King,112569
England,Harrison,111247
England,Lewis,110925
England,Baker,110252
England,Lee,106730
England,Allen,105396
England,Morris,104537
England,Khan,102864
England,Scott,102407
England,Watson,98554
England,Davis,96234
England,Parker,95779
England,James,90940
England,Bennett,90598
England,Young,88507
England,Phillips,87697
England,Richardson,87340
England,Mitchell,87050
England,Bailey,86818
England,Carter,86529
England,Cook,85580
England,Singh,84844
England,Shaw,84746
England,Bell,84249
England,Collins,82788
England,Morgan,82192
England,Kelly,79647
England,Begum,78903
England,Miller,78741
England,Cox,77655
England,Hussain,77516
England,Marshall,76794
England,Simpson,76078
England,Price,75759
England,Anderson,75303
England,Adams,73742
England,Wilkinson,73591
England,Ali,72981
England,Ahmed,72373
England,Foster,71523
England,Ellis,71226
England,Murphy,71218
England,Chapman,70611
England,Mason,67755
England,Gray,67649
England,Richards,66435
England,Webb,65838
England,Griffiths,65780
England,Hunt,64659
England,Palmer,63671
England,Campbell,63135
England,Holmes,62849
England,Mills,62253
England,Rogers,62214
England,Barnes,61288
England,Knight,61179
England,Matthews,60659
England,Barker,60260
England,Powell,60254
England,Stevens,58997
England,Kaur,58790
England,Fisher,58603
England,Butler,58594
England,Dixon,58505
England,Russell,58176
England,Harvey,57446
England,Pearson,56955
England,Graham,56009
Italy,Rossi,347288
Italy,Russo,220472
Italy,Ferrari,196529
Italy,Esposito,155359
Italy,Colombo,133381
Italy,Bianchi,133380
Italy,Romano,116971
Italy,Ricci,92667
Italy,Gallo,89904
Italy,Dal,87335
Italy,Bruno,87231
Italy,Greco,85434
Italy,Marino,85052
Italy,Conti,80842
Italy,Giordano,80486
Italy,Rizzo,77745
Italy,de Luca,77490
Italy,Costa,76312
Italy,Mancini,75932
Italy,Lombardi,71073
Italy,Barbieri,68949
Italy,Fontana,67129
Italy,Moretti,66622
Italy,Mariani,63759
Italy,Caruso,62244
Italy,Galli,62056
Italy,Ferrara,60317
Italy,Santoro,59253
Italy,Rinaldi,58114
Italy,Longo,58092
Italy,Villa,57809
Italy,Sala,57511
Italy,Leone,56858
Italy,Martini,56641
Italy,Dalla,55794
Italy,D'Angelo,53807
Italy,Bianco,53468
Italy,Martinelli,53366
Italy,Gatti,52832
Italy,Vitale,52000
Italy,Serra,51549
Italy,Coppola,50799
Italy,Gentile,50195
Italy,Cattaneo,49596
Italy,Ferri,49172
Italy,Messina,48779
Italy,Monti,48655
Italy,Marchetti,48458
Italy,Marini,48440
Italy,Fabbri,48220
Italy,Ferraro,47559
Italy,Lombardo,46984
Italy,Testa,46188
Italy,de Santis,46052
Italy,Grasso,45576
Italy,Parisi,44807
Italy,Amato,44736
Italy,de Angelis,44513
Italy,Pellegrini,44258
Italy,Riva,43495
Italy,Grassi,43140
Italy,Palumbo,42688
Italy,Conte,42066
Italy,Morelli,41714
Italy,Brambilla,41428
Italy,Sanna,40888
Italy,Farina,40792
Italy,Benedetti,40761
Italy,Pellegrino,40099
Italy,Valentini,39892
Italy,Rizzi,39808
Italy,Franco,39173
Italy,Caputo,39014
Italy,Carbone,38712
Italy,Fiore,38672
Italy,de Rosa,38613
Italy,Barone,38554
Italy,D'Amico,38321
Italy,Mazza,38144
Italy,Silvestri,38018
Italy,Martino,37889
Italy,Bernardi,37594
Italy,Rossetti,37385
Italy,Palmieri,36871
Italy,Giuliani,36474
Italy,Orlando,36013
Italy,Piras,35934
Italy,Locatelli,35863
Italy,Basile,35582
Italy,Castelli,35435
Italy,Pagano,35155
Italy,Ruggiero,35089
Italy,Sorrentino,35009
Italy,Pozzi,34785
Italy,Romeo,34357
Italy,Bellini,34022
Italy,Montanari,33985
Italy,Fumagalli,33974
Italy,Poli,33924
Italy,Rota,33873
Spain,Garcia,1496432
Spain,Rodriguez,942872
Spain,Gonzalez,939941
Spain,Fernandez,928518
Spain,Lopez,895188
Spain,Martinez,855332
Spain,Sanchez,829229
Spain,Perez,804100
Spain,Gomez,503688
Spain,Martin,495859
Spain,Jimenez,398306
Spain,Ruiz,385398
Spain,Hernandez,371021
Spain,Diaz,345576
Spain,Moreno,333583
Spain,Muñoz,291735
Spain,Alvarez,288686
Spain,Romero,229053
Spain,Alonso,206797
Spain,Gutierrez,198069
Spain,Navarro,188278
Spain,Torres,177665
Spain,Dominguez,160861
Spain,Ramos,151408
Spain,Vazquez,150831
Spain,Gil,148563
Spain,Ramirez,139529
Spain,Serrano,138220
Spain,Blanco,128745
Spain,Molina,127522
Spain,Morales,125749
Spain,Suarez,123671
Spain,Ortega,123228
Spain,Delgado,121614
Spain,Castro,120499
Spain,Ortiz,112138
Spain,Rubio,109919
Spain,Marin,106526
Spain,Sanz,98615
Spain,Iglesias,92972
Spain,Medina,92323
Spain,Nuñez,90990
Spain,Garrido,89394
Spain,Castillo,88304
Spain,Cortes,87123
Spain,Lozano,83737
Spain,Guerrero,82441
Spain,Santos,82152
Spain,Cano,81035
Spain,Prieto,77179
Spain,Cruz,74502
Spain,Mendez,74051
Spain,Calvo,73748
Spain,Vidal,73424
Spain,Gallego,72766
Spain,Herrera,72511
Spain,Cabrera,71658
Spain,Flores,71375
Spain,Peña,70608
Spain,Leon,69827
Spain,Marquez,69674
Spain,Campos,69091
Spain,Vega,67720
Spain,Fuentes,67360
Spain,Carrasco,65829
Spain,Diez,65040
Spain,Reyes,63836
Spain,Caballero,63109
Spain,Nieto,62934
Spain,Pascual,62500
Spain,Aguilar,62274
Spain,Santana,61650
Spain,Herrero,61314
Spain,Ferrer,59233
Spain,Lorenzo,59214
Spain,Gimenez,58937
Spain,Hidalgo,58574
Spain,Montero,58513
Spain,Ibañez,56627
Spain,Santiago,55967
Spain,Mora,55746
Spain,Vicente,55339
Spain,Vargas,54849
Spain,Arias,54778
Spain,Duran,54674
Spain,Benitez,54042
Spain,Carmona,53705
Spain,Crespo,52207
Spain,Pastor,52008
Spain,Soto,50258
Spain,Soler,49433
Spain,Roman,49149
Spain,Velasco,49037
Spain,Saez,48741
Spain,Moya,48336
Spain,Parra,47680
Spain,Esteban,47376
Spain,Bravo,46782
Spain,Rojas,46663
Spain,Gallardo,46635
Germany,Müller,945404
Germany,Schmidt,712881
Germany,Schneider,437827
Germany,Fischer,374260
Germany,Weber,327239
Germany,Meyer,324496
Germany,Wagner,299838
Germany,Becker,280423
Germany,Schulz,278916
Germany,Hoffmann,275891
Germany,Koch,230471
Germany,Richter,229569
Germany,Bauer,225707
Germany,Schäfer,222673
Germany,Klein,200299
Germany,Wolf,195172
Germany,Schröder,188859
Germany,Neumann,180118
Germany,Schwarz,166815
Germany,Braun,165592
Germany,Zimmermann,163406
Germany,Hofmann,159866
Germany,Lange,159346
Germany,Hartmann,155675
Germany,Krüger,154907
Germany,Krause,151218
Germany,Lehmann,149940
Germany,Schmitz,148664
Germany,Meier,148265
Germany,Schmitt,148138
Germany,Werner,145791
Germany,Schmid,142429
Germany,Schulze,137354
Germany,Maier,135544
Germany,Herrmann,130553
Germany,Mayer,126625
Germany,Köhler,125507
Germany,Walter,125228
Germany,König,125182
Germany,Huber,124400
Germany,Kaiser,122362
Germany,Peters,122017
Germany,Fuchs,118345
Germany,Möller,113584
Germany,Lang,113096
Germany,Scholz,112272
Germany,Jung,106649
Germany,Weiß,104983
Germany,Hahn,103826
Germany,Keller,101895
Germany,Berger,100833
Germany,Vogel,100244
Germany,Schubert,100193
Germany,Friedrich,99115
Germany,Frank,97071
Germany,Roth,96459
Germany,Winkler,95782
Germany,Beck,94995
Germany,Günther,94874
Germany,Lorenz,93636
Germany,Baumann,88038
Germany,Franke,86041
Germany,Albrecht,85048
Germany,Ludwig,81368
Germany,Winter,81271
Germany,Simon,80942
Germany,Schuster,80620
Germany,Schumacher,79965
Germany,Kraus,79427
Germany,Böhm,78636
Germany,Vogt,77326
Germany,Martin,76395
Germany,Stein,75606
Germany,Jäger,74486
Germany,Sommer,74298
Germany,Krämer,73859
Germany,Brandt,72510
Germany,Otto,72451
Germany,Heinrich,71122
Germany,Schulte,70614
Germany,Graf,70420
Germany,Haas,70059
Germany,Seidel,70000
Germany,Schreiber,68756
Germany,Groß,68355
Germany,Dietrich,67066
Germany,Engel,66184
Germany,Ziegler,65155
Germany,Horn,63471
Germany,Bergmann,63046
Germany,Pohl,62658
Germany,Kuhn,62611
Germany,Jansen,62427
Germany,Voigt,62091
Germany,Kühn,61689
Germany,Beyer,60934
Germany,Busch,60859
Germany,Thomas,60694
Germany,Hansen,60420
Germany,Lindner,59917
France,Martin,314502
France,Bernard,169361
France,Robert,140774
France,Richard,138260
France,Durand,134303
France,Dubois,132035
France,Moreau,130817
France,Simon,120851
France,Laurent,120188
France,Michel,116107
France,Garcia,115394
France,Thomas,115149
France,Leroy,109089
France,David,97149
France,Morel,92397
France,Roux,90492
France,Girard,87796
France,Fournier,87218
France,Lambert,86758
France,Lefebvre,79199
France,Mercier,79079
France,Blanc,78521
France,Dupont,77740
France,Faure,75590
France,Bertrand,74271
France,Morin,72254
France,Garnier,72071
France,Nicolas,71297
France,Marie,69907
France,Rousseau,69805
France,Bonnet,68906
France,Vincent,68123
France,Henry,65679
France,Masson,64657
France,Robin,64542
France,Martinez,63991
France,Boyer,61789
France,Muller,61384
France,Chevalier,60261
France,Denis,59932
France,Meyer,59613
France,Blanchard,59496
France,Lemaire,59465
France,Dufour,58745
France,Gauthier,58102
France,Vidal,57856
France,Perez,57674
France,Perrin,57350
France,Fontaine,56705
France,Joly,56607
France,Jean,56515
France,da Silva,54795
France,Gautier,54686
France,Roche,53898
France,Roy,53078
France,Pereira,53075
France,Mathieu,52735
France,Roussel,52361
France,Duval,51942
France,Guerin,51692
France,Lopez,51320
France,Rodriguez,51245
France,Colin,51045
France,Aubert,50553
France,Lefevre,50385
France,Marchand,50047
France,Schmitt,49691
France,Picard,49379
France,Caron,49073
France,Sanchez,48748
France,Meunier,48207
France,Gaillard,47916
France,Louis,47563
France,Nguyen,46703
France,Lucas,46489
France,Dumont,46093
France,dos Santos,46037
France,Brunet,45812
France,Clement,45658
France,Brun,45284
France,Arnaud,45169
France,Giraud,44856
France,Barbier,44509
France,Rolland,44230
France,Charles,42817
France,Hubert,42585
France,Fernandes,42249
France,Fabre,42238
France,Moulin,41915
France,Leroux,41811
France,Dupuis,41698
France,Guillaume,41600
France,Roger,41315
France,Paris,40671
France,Guillot,40252
France,Dupuy,39876
France,Fernandez,39664
France,Carpentier,39386
France,Payet,39249
France,Ferreira,39155
Holland,de Jong,91285
Holland,Jansen,83120
Holland,de Vries,78115
Holland,Bakker,61635
Holland,Janssen,59969
Holland,van Dijk,58026
Holland,Visser,55804
Holland,Smit,46824
Holland,de Boer,43543
Holland,de Groot,41079
Holland,Mulder,40955
Holland,Meijer,39867
Holland,Bos,39388
Holland,Vos,34090
Holland,Peters,33006
Holland,van der Berg,32887
Holland,Hendriks,31698
Holland,Dekker,31369
Holland,van Leeuwen,30803
Holland,Brouwer,29277
Holland,van den Berg,27565
Holland,Dijkstra,26854
Holland,de Wit,25921
Holland,Smits,25843
Holland,Kok,23322
Holland,Vermeulen,23079
Holland,de Graaf,22952
Holland,van der Meer,22653
Holland,Jacobs,22312
Holland,de Haan,21739
